vacc_on,immune_escape,matched_vacc,matched_vacc_level,vfr2,name,rt,max_t,income_group,target_pop,hs_constraints,dt,seeding_cases,age_groups_covered,age_groups_covered_d3,age_groups_covered_d4,age_groups_covered_d5,max_coverage,vacc_period,vacc_start,vaccine_doses,vfr,b1,vfr_time1,vfr_time2,vfr2_time1,vfr2_time2,vaccine,mu_ab_d1,k,hl_l,hl_s,period_s,period_l,ab_50,ab_50_severe,std10,max_ab,mu_ab_infection,std10_infection,mu_ab_inf_scal_vfr,hosp_scal,repetition,mu_ab_d2,scenario_name,index
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,5,0.6519230769230768,undefined,35
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,0.6519230769230768,undefined,36
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,2,0.6519230769230768,undefined,37
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,3,0.6519230769230768,undefined,38
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,4,0.6519230769230768,undefined,39
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,5,0.6519230769230768,undefined,40
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,1,0.6519230769230768,undefined,41
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,2,0.6519230769230768,undefined,42
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,3,0.6519230769230768,undefined,43
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,4,0.6519230769230768,undefined,44
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,5,0.6519230769230768,undefined,45
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,1,0.6519230769230768,undefined,46
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,2,0.6519230769230768,undefined,47
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,3,0.6519230769230768,undefined,48
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,4,0.6519230769230768,undefined,49
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.04,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,5,0.6519230769230768,undefined,50
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,1,0.6519230769230768,undefined,51
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,2,0.6519230769230768,undefined,52
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,3,0.6519230769230768,undefined,53
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,4,0.6519230769230768,undefined,54
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,5,0.6519230769230768,undefined,55
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,1,0.6519230769230768,undefined,56
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,2,0.6519230769230768,undefined,57
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,3,0.6519230769230768,undefined,58
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,4,0.6519230769230768,undefined,59
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,5,0.6519230769230768,undefined,60
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,0.6519230769230768,undefined,61
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,2,0.6519230769230768,undefined,62
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,3,0.6519230769230768,undefined,63
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,4,0.6519230769230768,undefined,64
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,5,0.6519230769230768,undefined,65
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,1,0.6519230769230768,undefined,66
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,2,0.6519230769230768,undefined,67
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,3,0.6519230769230768,undefined,68
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,4,0.6519230769230768,undefined,69
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.760576923076923,0.44,1,1,5,0.6519230769230768,undefined,70
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,1,0.6519230769230768,undefined,71
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,2,0.6519230769230768,undefined,72
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,3,0.6519230769230768,undefined,73
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,4,0.6519230769230768,undefined,74
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.06,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.8692307692307691,0.44,1,1,5,0.6519230769230768,undefined,75
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,1,0.6519230769230768,undefined,76
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,2,0.6519230769230768,undefined,77
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,3,0.6519230769230768,undefined,78
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,4,0.6519230769230768,undefined,79
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.43461538461538457,0.44,1,1,5,0.6519230769230768,undefined,80
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,1,0.6519230769230768,undefined,81
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,2,0.6519230769230768,undefined,82
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,3,0.6519230769230768,undefined,83
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,4,0.6519230769230768,undefined,84
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.5432692307692307,0.44,1,1,5,0.6519230769230768,undefined,85
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,1,0.6519230769230768,undefined,86
0,0,0,1,1,scenario1,2.5,3650,HIC,1000000,Absent,0.25,10,14,14,14,14,0.05,30,3650,1,1,0.08,1,30,1095,1185,vaccine,0.6519230769230768,2.5,1000,35,75,565,0.091,0.021,0.44,5,0.6519230769230768,0.44,1,1,2,0.6519230769230768,undefined,87
